Car_model, Car_version,Price(Rs),DIMENSIONS_Length(mm),DIMENSIONS_Width(mm),DIMENSIONS_Height(mm),DIMENSIONS_Wheelbase(mm), DIMENSIONS_Ground Clearance(mm),DIMENSIONS_Kerb Weight(kg),DIMENSIONS_Boot Capacity(litres),ENGINE/MOTOR_Fuel Type Propulsion,ENGINE/MOTOR_Engine Installation,ENGINE/MOTOR_Engine Displacement(cc),ENGINE/MOTOR_Engine Type,ENGINE/MOTOR_Max Engine Power,ENGINE/MOTOR_Max Engine Torque,TRANSMISSION_Drive Layout,TRANSMISSION_Gearbox Type,TRANSMISSION_Number Of Gears,TRANSMISSION_Selectable Differential Lock,FUEL ECONOMY/RANGE_Fuel Tank Capacity,FUEL ECONOMY/RANGE_Official Fuel Economy(KPL),SUSPENSION_Front Suspension Type,SUSPENSION_Front Springs,SUSPENSION_Rear Suspension Type,SUSPENSION_Rear Springs,SUSPENSION_Damper Control,SUSPENSION_Ride Height Adjust,STEERING_Type Of Power Assist,STEERING_Steering Adjust,STEERING_Steering Adjust Type,STEERING_Turning Radius(m),WHEELS AND TYRES_Wheels,WHEELS AND TYRES_Wheel Size,WHEELS AND TYRES_Front Tyre Size,WHEELS AND TYRES_Rear Tyre Size,WHEELS AND TYRES_Spare Wheel,BRAKES_Front Brakes,BRAKES_Rear Brakes,SAFETY_Airbags,SAFETY_Anti Lock Brakes Abs,SAFETY_Electronic Parking Brake,SAFETY_Hill Start Assist,SAFETY_Hill Descent Control,SAFETY_Anti Pinch Power Windows,SAFETY_Central Locking,SAFETY_Speed Sensing Auto Door Locks,SAFETY_Child Safety Lock,SAFETY_Isofix Child Seat Mounts,SAFETY_Automatic Headlamps,SAFETY_Automatic Wipers,SAFETY_Rear Washer Wiper,SAFETY_Rear Defogger,SAFETY_Day Night Interior Mirror,SAFETY_Parking Sensors,SAFETY_Parking Camera,SAFETY_Tyre Pressure Monitoring System,SAFETY_Blind Spot Monitor,SAFETY_Adaptive Cruise Control,EXTERIOR_Body Coloured Bumpers,EXTERIOR_Projector Headlamps,EXTERIOR_Headlight Type,EXTERIOR_Daytime Running Lights,EXTERIOR_Front Fog Lamps,SEATS AND UPHOLSTERY_Seats,SEATS AND UPHOLSTERY_Leather Wrapped Steering Wheel,SEATS AND UPHOLSTERY_Leather Wrapped Gear Knob,SEATS AND UPHOLSTERY_Drivers Seat Height Adjust,SEATS AND UPHOLSTERY_Electric Adjust For Drivers Seat,SEATS AND UPHOLSTERY_Drivers Seat Memory,SEATS AND UPHOLSTERY_Front Passenger Seat Height Adjust,SEATS AND UPHOLSTERY_Electric Adjust For Front Passenger Seat,SEATS AND UPHOLSTERY_Front Passenger Seat Memory,SEATS AND UPHOLSTERY_Adjustable Front Headrests,SEATS AND UPHOLSTERY_Ventilated Seats,SEATS AND UPHOLSTERY_Heated Seats,SEATS AND UPHOLSTERY_Massage Seats,SEATS AND UPHOLSTERY_Front Seat Armrest,SEATS AND UPHOLSTERY_Rear Seat Armrest,SEATS AND UPHOLSTERY_Adjustable Rear Headrests,SEATS AND UPHOLSTERY_Individual Chairs At Rear,SEATS AND UPHOLSTERY_Rear Seat Backrest Recline,SEATS AND UPHOLSTERY_Rear Seat Backrest Fold,SEATS AND UPHOLSTERY_Rear Seat Backrest Split,SEATS AND UPHOLSTERY_Third Row Seats,INFOTAINMENT_Audio System,INFOTAINMENT_Cd Player,INFOTAINMENT_Usb Input,INFOTAINMENT_Aux Input,INFOTAINMENT_Bluetooth Audio Streaming,INFOTAINMENT_Bluetooth Telephone Function,INFOTAINMENT_Steering Audio Controls,INFOTAINMENT_Steering Phone Controls,INFOTAINMENT_Wireless Phone Charging,INFOTAINMENT_Display,INFOTAINMENT_Android Auto,INFOTAINMENT_Apple Carplay,INFOTAINMENT_Satellite Navigation,INFOTAINMENT_Voice Coands,INFOTAINMENT_Gesture Controls,INFOTAINMENT_Touchpad,INFOTAINMENT_Rear Entertainment Screens,COMFORT AND CONVENIENCE_Power Windows,COMFORT AND CONVENIENCE_Power Windows With One Touch Down,COMFORT AND CONVENIENCE_Power Windows With One Touch Up,COMFORT AND CONVENIENCE_Exterior Mirrors Electric Adjust,COMFORT AND CONVENIENCE_Exterior Mirrors Electric Fold,COMFORT AND CONVENIENCE_Remote Locking,COMFORT AND CONVENIENCE_Keyless Entry,COMFORT AND CONVENIENCE_Push Button Start,COMFORT AND CONVENIENCE_Climate Control,COMFORT AND CONVENIENCE_Rear Ac Vents,COMFORT AND CONVENIENCE_Third Row Ac Vents,COMFORT AND CONVENIENCE_Front Passenger Seat Adjust From Rear,COMFORT AND CONVENIENCE_Rear Window Sun Shades,COMFORT AND CONVENIENCE_Rear Windscreen Sun Shade,COMFORT AND CONVENIENCE_Rear Power Outlet,COMFORT AND CONVENIENCE_Sunroof,COMFORT AND CONVENIENCE_Configurable Ambient Lighting,COMFORT AND CONVENIENCE_Driving Modes,COMFORT AND CONVENIENCE_Cruise Control,COMFORT AND CONVENIENCE_Auto Parking,COMFORT AND CONVENIENCE_Launch Control,COMFORT AND CONVENIENCE_Dead Pedal,COMFORT AND CONVENIENCE_Hands Free Boot Opening,INSTRUMENTATION_Speedometer,INSTRUMENTATION_Tachometer,INSTRUMENTATION_Trip Meter,INSTRUMENTATION_Average Fuel Consumption,INSTRUMENTATION_Distance To Empty,INSTRUMENTATION_Low Fuel Level Warning,INSTRUMENTATION_Gear Indicator,INSTRUMENTATION_Shift Indicator,INSTRUMENTATION_Head Up Display,FUEL ECONOMY/RANGE_Auto Start Stop,ENGINE/MOTOR_Motor Type,ENGINE/MOTOR_Max Motor Power,ENGINE/MOTOR_Max Motor Torque,FUEL ECONOMY/RANGE_Battery Capacity,FUEL ECONOMY/RANGE_Claimed Range,FUEL ECONOMY/RANGE_Charging Time,SAFETY_Electronic Brakeforce Distribution Ebd,SAFETY_Brake Assist Ba,SAFETY_Traction Control,SAFETY_Electronic Stability Control,INFOTAINMENT_Mirrorlink,INFOTAINMENT_Web Browser,INFOTAINMENT_Video Player,INSTRUMENTATION_Average Speed,INSTRUMENTATION_Instantaneous Consumption,TRANSMISSION_Sport Mode Automatic Gearbox,TRANSMISSION_Manual Shifts Via Gear Lever Automatic Gearbox,TRANSMISSION_Paddle Shifters Automatic Gearbox,PERFORMANCE AS TESTED_Performance 0 to 100 kph,PERFORMANCE AS TESTED_Performance 20 to 80 kph Third Gear Kickdown,PERFORMANCE AS TESTED_Performance 40 to 100 kph Fourth Gear Kickdown,FUEL ECONOMY/RANGE_City Fuel Economy Tested,FUEL ECONOMY/RANGE_Highway Fuel Economy Tested,ENGINE/MOTOR_Combined Max Power,SEATS AND UPHOLSTERY_Third Row Seats Fold,SEATS AND UPHOLSTERY_Third Row Seats Split,FUEL ECONOMY/RANGE_Cng Lpg Tank Capacity,ENGINE/MOTOR_Combined Max Torque,ENGINE/MOTOR_Max Engine Power Cng,ENGINE/MOTOR_Max Engine Torque Cng
Tata Nexon, 1.2 Petrol XMA S AMT  ,1187000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,AMT Auto,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Steel Rims with Wheel Covers,16-inches,195/60 R16,195/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,0,0,No,Rear,No,0,0,0,1,1,Halogen,LED,0,Fabric,0,0,0,0,0,0,0,0,1,No,No,No,0,0,0,No,No,1,0,0,1,0,1,0,1,1,1,1,0,3.5-inch Screen,0,0,No,0,0,0,0,Front and Rear,No,No,1,1,1,0,0,No,0,0,0,0,0,0,Yes,0,1,0,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,0,1,0,YES,YES,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XMA+ S AMT  ,1245000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,AMT Auto,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Steel Rims with Wheel Covers,16-inches,195/60 R16,195/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,0,0,No,Rear,Rear,0,0,0,1,1,Halogen,LED,0,Fabric,0,0,0,0,0,0,0,0,1,No,No,No,0,0,0,No,No,1,0,0,1,0,1,0,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,No,No,1,1,1,0,0,No,1,0,0,0,0,0,Yes,0,1,0,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,YES,YES,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZ+ Dark MT  ,1274000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,Manual,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Manual,Rear,Rear,0,0,0,1,1,Halogen,LED,1,Fabric,0,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,NO,NO,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZ+ Lux Dark MT  ,1401000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,Manual,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Auto,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Leatherette,1,1,1,0,0,0,0,0,1,Front,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,1,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,NO,NO,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZ+ Lux Dual Tone MT  ,1384000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,Manual,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Auto,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Leatherette,1,1,1,0,0,0,0,0,1,Front,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,1,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,NO,NO,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZ+ Lux MT  ,1366000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,Manual,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Auto,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Leatherette,1,1,1,0,0,0,0,0,1,Front,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,1,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,NO,NO,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZ+ Lux S Dark MT  ,1447000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,Manual,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Auto,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Leatherette,1,1,1,0,0,0,0,0,1,Front,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,1,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,NO,NO,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZ+ Lux S Dual Tone MT  ,1441000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,Manual,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Auto,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Leatherette,1,1,1,0,0,0,0,0,1,Front,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,1,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,NO,NO,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZ+ Lux S Jet MT  ,1451000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,Manual,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Auto,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Leatherette,1,1,1,0,0,0,0,0,1,Front,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,1,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,NO,NO,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZ+ Lux S Kaziranga MT  ,1436000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,Manual,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Auto,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Leatherette,1,1,1,0,0,0,0,0,1,Front,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,1,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,NO,NO,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZ+ Lux S MT  ,1424000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,Manual,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Auto,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Leatherette,1,1,1,0,0,0,0,0,1,Front,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,1,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,NO,NO,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZ+ Lux S Red Dark MT  ,1453000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,Manual,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Auto,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Leatherette,1,1,1,0,0,0,0,0,1,Front,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,1,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,NO,NO,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZ+ MT  ,1239000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,Manual,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Manual,Rear,Rear,0,0,0,1,1,Halogen,LED,1,Fabric,0,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,NO,NO,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZ+ S Dark MT  ,1361000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,Manual,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Manual,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Fabric,1,1,1,0,0,0,0,0,1,No,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,NO,NO,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZ+ S Dual Tone MT  ,1343000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,Manual,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Manual,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Fabric,1,1,1,0,0,0,0,0,1,No,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,NO,NO,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZ+ S MT  ,1326000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,Manual,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Manual,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Fabric,1,1,1,0,0,0,0,0,1,No,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,NO,NO,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZA+ AMT  ,1314000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,AMT Auto,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Manual,Rear,Rear,0,0,0,1,1,Halogen,LED,1,Fabric,0,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,YES,YES,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZA+ Dark AMT  ,1349000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,AMT Auto,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Manual,Rear,Rear,0,0,0,1,1,Halogen,LED,1,Fabric,0,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,0,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,YES,YES,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZA+ Lux AMT  ,1441000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,AMT Auto,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Auto,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Leatherette,1,1,1,0,0,0,0,0,1,Front,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,1,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,YES,YES,NO,,,,,,,0,0,,,,
Tata Nexon, 1.2 Petrol XZA+ Lux Dark AMT  ,1476000,3993,1811,1606,2498,209,1188,350,Petrol,Front,1199,"3 cyls, Turbocharged",120hp at 5500rpm,170Nm at 1750-4000rpm,Front-Wheel Drive,AMT Auto,6,NO,44,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,5.1,Alloys,16-inches,215/60 R16,215/60 R16,Full-size,Discs,Drums,2,1,0,1,0,0,1,1,1,1,1,1,1,1,Auto,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Leatherette,1,1,1,0,0,0,0,0,1,Front,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,1,7-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Yes,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,1,1,0,YES,YES,NO,,,,,,,0,0,,,,
